               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,   metrics/insan_mAP,metrics/otomobil_mAP,metrics/motorsiklet_mAP,  metrics/otobus_mAP,  metrics/kamyon_mAP,metrics/diger_kara_araclari_mAP,metrics/rayli_tasit_mAP,metrics/deniz_tasiti_mAP,metrics/insan_mAP_50,metrics/otomobil_mAP_50,metrics/motorsiklet_mAP_50,metrics/otobus_mAP_50,metrics/kamyon_mAP_50,metrics/diger_kara_araclari_mAP_50,metrics/rayli_tasit_mAP_50,metrics/deniz_tasiti_mAP_50
                  76,            0.021253,           0.0067742,           0.0020325,             0.92315,             0.82218,             0.89464,             0.72153,            0.016586,            0.005101,           0.0016241,            0.002496,            0.002496,            0.002496,             0.56441,             0.84443,             0.44194,              0.7154,             0.83954,             0.81842,             0.69842,             0.84972,             0.88048,             0.99033,             0.77185,             0.81437,             0.96131,             0.92662,             0.84287,             0.96926
                  77,             0.02147,           0.0069053,           0.0020177,             0.92007,             0.82849,             0.89514,             0.72104,            0.016606,           0.0050946,           0.0015929,           0.0024866,           0.0024866,           0.0024866,             0.56552,             0.84531,             0.44205,              0.7193,             0.84136,             0.81874,             0.69201,             0.84403,             0.88048,             0.99042,             0.76983,             0.81982,             0.96187,              0.9276,             0.84261,              0.9685
                  78,             0.02146,           0.0067507,           0.0019939,             0.91876,             0.83002,              0.8952,             0.72253,            0.016686,           0.0050906,           0.0015538,           0.0024772,           0.0024772,           0.0024772,             0.56534,              0.8456,             0.44319,             0.72106,             0.84343,             0.81813,             0.69499,             0.84854,             0.87967,             0.99063,             0.77133,             0.82326,             0.96266,             0.92725,             0.84039,             0.96642
                  79,            0.021236,            0.006741,           0.0019831,             0.91197,             0.83336,             0.89566,             0.72135,            0.016399,           0.0050872,           0.0015463,           0.0024678,           0.0024678,           0.0024678,             0.56563,             0.84672,             0.44324,             0.72304,             0.84375,             0.81628,             0.68569,             0.84645,             0.88105,              0.9906,             0.77383,             0.82552,              0.9628,             0.92729,             0.83751,             0.96665
                  80,            0.021382,           0.0066942,           0.0019871,             0.90925,             0.83547,             0.89585,             0.72212,            0.015887,           0.0050844,           0.0015429,           0.0024585,           0.0024585,           0.0024585,             0.56623,             0.84627,             0.44302,             0.72925,             0.84274,             0.81689,             0.68825,             0.84428,             0.88084,             0.99049,             0.77312,             0.83317,             0.96273,             0.92662,             0.83661,             0.96322
                  81,              0.0212,            0.006739,           0.0019398,             0.90864,             0.83211,             0.89752,             0.72323,            0.015816,           0.0050742,           0.0015337,           0.0024491,           0.0024491,           0.0024491,             0.56707,             0.84669,             0.44239,             0.72707,             0.84511,             0.81646,             0.69352,             0.84754,             0.88133,             0.99058,             0.77177,             0.83581,             0.96281,             0.92776,             0.84211,             0.96796
                  82,            0.021106,           0.0066549,           0.0019483,             0.91458,             0.83168,             0.89853,             0.72554,            0.015759,           0.0050709,           0.0015052,           0.0024397,           0.0024397,           0.0024397,             0.56769,             0.84657,             0.44214,             0.73326,              0.8452,             0.82041,             0.70357,             0.84552,             0.88245,             0.99027,             0.77298,             0.83947,             0.96405,             0.92767,              0.8423,             0.96906
                  83,            0.021016,           0.0067596,           0.0019168,              0.9201,             0.83496,             0.89936,             0.72706,            0.015738,           0.0050653,           0.0014747,           0.0024303,           0.0024303,           0.0024303,              0.5676,             0.84741,             0.44455,             0.73483,             0.84582,             0.82004,             0.70591,             0.85034,             0.88288,             0.99006,             0.77432,             0.84117,             0.96327,             0.92639,             0.84286,              0.9739
                  84,            0.020925,           0.0067923,           0.0018874,              0.9227,             0.83796,               0.901,              0.7295,            0.015664,            0.005059,           0.0014633,           0.0024209,           0.0024209,           0.0024209,              0.5683,             0.84735,              0.4466,             0.74013,             0.84636,             0.82062,             0.71114,             0.85551,             0.88348,             0.99007,             0.77454,             0.84484,             0.96324,             0.93037,             0.84705,             0.97442
                  85,            0.021245,           0.0068689,           0.0018754,             0.92238,             0.83933,             0.90197,             0.72961,            0.015719,           0.0050589,           0.0014691,           0.0024115,           0.0024115,           0.0024115,             0.56818,             0.84811,             0.44705,             0.73815,             0.84672,             0.82089,             0.71071,             0.85705,              0.8839,             0.99023,             0.77476,             0.84817,             0.96358,             0.92961,             0.85106,             0.97441
                  86,            0.020774,            0.006752,            0.001873,             0.92611,              0.8391,             0.90314,             0.73114,            0.015912,           0.0050529,           0.0014725,           0.0024021,           0.0024021,           0.0024021,             0.56841,             0.84869,             0.44773,              0.7404,             0.84614,             0.82445,             0.71407,             0.85923,             0.88375,             0.99018,             0.77576,             0.84768,             0.96347,             0.93024,             0.85913,             0.97494
                  87,            0.020762,           0.0067314,           0.0018519,             0.92945,             0.83919,             0.90522,             0.73205,             0.01582,           0.0050528,           0.0014589,           0.0023927,           0.0023927,           0.0023927,             0.56837,             0.84827,             0.44823,             0.73914,             0.84627,             0.82392,             0.72191,             0.86028,             0.88419,                0.99,             0.77712,             0.84999,             0.96336,             0.93068,             0.87145,             0.97496
                  88,            0.020681,           0.0066357,           0.0018039,             0.93164,             0.83768,             0.90652,             0.73336,            0.016373,           0.0050463,           0.0014527,           0.0023834,           0.0023834,           0.0023834,             0.56913,              0.8485,             0.44862,              0.7423,              0.8484,              0.8238,             0.72918,             0.85695,              0.8832,             0.99026,              0.7781,             0.85056,             0.96379,             0.93101,             0.88174,             0.97352
                  89,            0.020724,           0.0065928,           0.0018656,             0.93152,             0.84236,             0.90691,             0.73439,            0.016439,           0.0050402,           0.0014552,            0.002374,            0.002374,            0.002374,             0.56964,             0.84844,             0.44832,             0.73987,             0.84951,             0.82667,             0.73859,              0.8541,             0.88428,             0.99005,             0.77634,             0.85012,             0.96404,              0.9311,              0.8866,             0.97274
                  90,            0.020693,             0.00663,           0.0017916,             0.92344,             0.85108,             0.90755,             0.73484,            0.016434,           0.0050392,           0.0014588,           0.0023646,           0.0023646,           0.0023646,             0.56989,             0.84809,             0.44865,             0.74205,             0.84797,             0.82751,             0.73501,             0.85956,             0.88317,             0.99004,             0.77512,             0.85223,             0.96513,             0.93191,             0.89063,             0.97215
                  91,            0.020549,           0.0066182,            0.001799,             0.92926,             0.84984,              0.9091,             0.73589,            0.016468,           0.0050356,           0.0014556,           0.0023552,           0.0023552,           0.0023552,             0.57105,             0.84935,             0.44756,             0.74427,             0.84833,             0.82681,             0.73931,             0.86048,             0.88552,             0.99027,             0.77586,             0.85631,             0.96576,             0.93268,             0.89575,             0.97069
                  92,            0.020482,            0.006594,           0.0017763,             0.93455,             0.84992,              0.9094,             0.73618,            0.016428,           0.0050335,           0.0014523,           0.0023458,           0.0023458,           0.0023458,              0.5711,              0.8491,             0.44744,             0.74821,             0.84812,             0.82616,             0.74201,             0.85733,              0.8853,             0.99006,             0.77597,             0.85797,             0.96503,               0.932,             0.90001,             0.96886
                  93,            0.020569,           0.0067209,           0.0017799,             0.93635,             0.84835,             0.91047,             0.73721,            0.016393,           0.0050276,           0.0014427,           0.0023364,           0.0023364,           0.0023364,              0.5719,             0.84984,             0.44735,             0.75144,             0.84723,              0.8244,              0.7503,             0.85522,             0.88482,             0.99007,             0.77666,             0.85862,             0.96508,             0.93267,              0.9054,             0.97042
                  94,            0.020525,           0.0067227,           0.0017136,             0.93666,             0.84813,             0.91143,             0.73881,            0.016333,           0.0050232,           0.0014196,            0.002327,            0.002327,            0.002327,             0.57212,             0.85046,             0.44926,             0.75228,             0.84827,             0.82609,              0.7538,             0.85819,             0.88397,             0.99009,             0.77769,             0.86059,             0.96658,             0.93367,             0.90853,             0.97031
                  95,            0.020707,            0.006679,           0.0017307,             0.93567,             0.85315,             0.91226,             0.73952,            0.016263,           0.0050194,           0.0013931,           0.0023177,           0.0023177,           0.0023177,             0.57222,             0.84983,              0.4517,             0.75238,             0.84938,             0.82917,             0.75205,             0.85938,             0.88447,             0.99015,             0.77787,             0.86139,             0.96627,             0.93482,             0.91294,              0.9702
                  96,            0.020213,           0.0066378,           0.0016913,             0.93431,             0.85927,             0.91324,             0.74057,            0.016226,            0.005017,           0.0013837,           0.0023083,           0.0023083,           0.0023083,             0.57282,              0.8506,             0.45337,             0.75372,             0.84999,              0.8304,             0.75603,              0.8576,              0.8854,             0.99018,              0.7779,             0.86258,             0.96704,             0.93574,             0.91763,             0.96947
                  97,            0.020271,           0.0066561,           0.0016934,             0.93691,             0.85916,             0.91409,             0.74137,            0.016183,           0.0050143,           0.0013783,           0.0022989,           0.0022989,           0.0022989,             0.57297,             0.85058,             0.45575,             0.75455,              0.8493,             0.83113,             0.75971,             0.85696,             0.88704,             0.99018,             0.77958,             0.86386,             0.96657,              0.9352,             0.92022,             0.97009
                  98,            0.020156,           0.0064687,           0.0016914,             0.93572,              0.8631,             0.91468,             0.74184,            0.016203,           0.0050126,           0.0013695,           0.0022895,           0.0022895,           0.0022895,             0.57367,               0.851,             0.45573,             0.75487,             0.84944,              0.8309,             0.76467,             0.85444,             0.88768,             0.99029,             0.77946,             0.86437,             0.96657,             0.93492,             0.92386,             0.97029
                  99,            0.020208,           0.0066925,           0.0017096,              0.9347,             0.86458,             0.91498,              0.7417,            0.016189,           0.0050111,           0.0013715,           0.0022801,           0.0022801,           0.0022801,             0.57399,             0.85119,              0.4558,             0.75503,             0.85095,             0.83124,             0.76366,             0.85173,             0.88684,             0.99036,             0.77966,             0.86492,             0.96722,             0.93542,             0.92567,             0.96973
                 100,            0.020193,           0.0066186,           0.0016665,             0.93134,             0.86846,             0.91462,             0.74122,            0.016173,           0.0050075,           0.0013776,           0.0022707,           0.0022707,           0.0022707,             0.57395,             0.85119,             0.45681,             0.75508,             0.85092,             0.83018,             0.75792,             0.85374,             0.88689,             0.99041,             0.77938,             0.86572,             0.96651,             0.93439,             0.92729,             0.96637
                 101,            0.020015,           0.0064942,           0.0016165,             0.93123,             0.87164,             0.91529,             0.74132,            0.016161,            0.005002,           0.0013654,           0.0022613,           0.0022613,           0.0022613,             0.57453,             0.85077,             0.45542,             0.75811,             0.85222,             0.82705,              0.7596,             0.85286,             0.88652,             0.99031,             0.77833,              0.8685,              0.9678,             0.93468,             0.92871,             0.96745
                 102,            0.019961,           0.0064826,           0.0016415,             0.93271,             0.87064,             0.91616,             0.74282,            0.016131,           0.0049992,           0.0013563,           0.0022519,           0.0022519,           0.0022519,             0.57421,             0.85107,             0.45293,             0.75569,             0.85271,              0.8283,             0.76974,             0.85788,             0.88726,             0.99047,             0.77866,             0.86966,             0.96774,             0.93545,                0.93,             0.97006
                 103,            0.019994,           0.0063853,           0.0016308,             0.93091,             0.87406,             0.91636,             0.74368,            0.016111,            0.004996,           0.0013412,           0.0022426,           0.0022426,           0.0022426,             0.57441,             0.85129,             0.45532,             0.75659,               0.853,             0.82909,             0.76773,             0.86204,             0.88769,             0.99053,             0.77917,             0.86911,              0.9684,             0.93521,             0.93031,             0.97044
                 104,            0.019916,           0.0064611,           0.0016086,             0.93029,             0.87638,             0.91685,             0.74432,            0.016123,           0.0049951,           0.0013278,           0.0022332,           0.0022332,           0.0022332,             0.57528,             0.85144,              0.4548,             0.75976,             0.85288,             0.82845,             0.77134,             0.86059,             0.88804,             0.99049,             0.78091,             0.86959,             0.96866,              0.9351,             0.93072,             0.97127
                 105,            0.020013,           0.0064643,           0.0016425,               0.928,             0.87657,              0.9169,             0.74454,            0.016145,           0.0049927,           0.0013158,           0.0022238,           0.0022238,           0.0022238,              0.5755,             0.85161,             0.45523,             0.76006,             0.85333,             0.82882,             0.76985,             0.86192,             0.88745,              0.9905,             0.78015,             0.86996,              0.9687,             0.93536,             0.93102,             0.97207
                 106,            0.019799,           0.0064653,           0.0016252,             0.93075,             0.87545,             0.91713,             0.74431,            0.016135,           0.0049914,           0.0013082,           0.0022144,           0.0022144,           0.0022144,              0.5757,             0.85129,             0.45451,             0.76115,             0.85353,             0.82794,             0.76883,             0.86156,             0.88837,             0.99033,             0.78067,             0.86987,              0.9689,              0.9357,             0.93091,             0.97228
                 107,            0.019719,           0.0064584,            0.001568,              0.9288,             0.87663,              0.9173,             0.74385,            0.016101,           0.0049895,           0.0012977,            0.002205,            0.002205,            0.002205,             0.57586,             0.85195,             0.45521,             0.75947,             0.85355,             0.82922,             0.76753,             0.85802,             0.88884,              0.9904,             0.78092,             0.87097,              0.9688,             0.93541,             0.93079,              0.9723
                 108,             0.01979,           0.0064366,           0.0015829,             0.92509,             0.87875,             0.91775,             0.74409,            0.016049,           0.0049887,           0.0012931,           0.0021956,           0.0021956,           0.0021956,             0.57641,             0.85169,             0.45615,              0.7577,             0.85459,             0.83073,             0.76856,              0.8569,             0.88877,              0.9904,             0.78136,             0.87244,              0.9687,             0.93586,             0.93193,             0.97258
                 109,            0.019671,           0.0064099,           0.0016077,             0.92333,             0.88177,              0.9183,             0.74462,            0.016029,           0.0049862,           0.0012924,           0.0021862,           0.0021862,           0.0021862,              0.5761,             0.85199,             0.45649,             0.76134,              0.8538,             0.83201,             0.77012,             0.85508,             0.88915,             0.99013,             0.78269,             0.87354,             0.96868,             0.93649,             0.93295,             0.97274
                 110,             0.01979,           0.0064748,           0.0015686,             0.92219,             0.88293,             0.91885,             0.74443,            0.015972,           0.0049839,           0.0012898,           0.0021769,           0.0021769,           0.0021769,             0.57674,             0.85213,             0.45672,             0.75973,             0.85373,             0.83102,             0.76653,              0.8588,             0.88908,             0.99022,             0.78424,             0.87496,             0.96878,             0.93697,             0.93373,             0.97285
                 111,            0.019754,           0.0064397,            0.001558,             0.92538,             0.88128,             0.91926,             0.74456,            0.015904,            0.004982,           0.0012834,           0.0021675,           0.0021675,           0.0021675,             0.57714,             0.85243,              0.4572,             0.76236,             0.85427,             0.83054,             0.76443,             0.85813,             0.88936,             0.99038,             0.78376,             0.87713,             0.96888,             0.93689,             0.93453,             0.97317
                 112,            0.019629,           0.0065501,            0.001494,             0.92423,             0.88322,             0.91969,             0.74579,            0.015989,             0.00498,           0.0012757,           0.0021581,           0.0021581,           0.0021581,             0.57749,             0.85251,             0.45692,             0.76523,             0.85407,              0.8327,             0.76533,             0.86209,             0.88826,             0.99035,             0.78474,             0.87908,             0.96889,             0.93698,             0.93538,             0.97384
                 113,            0.019419,           0.0063383,           0.0014886,             0.92419,             0.88395,             0.92036,             0.74513,            0.015981,           0.0049777,           0.0012681,           0.0021487,           0.0021487,           0.0021487,             0.57748,             0.85326,              0.4563,             0.76624,             0.85423,             0.83187,             0.75965,             0.86203,             0.88926,             0.99028,              0.7858,             0.88141,             0.96896,             0.93734,             0.93568,             0.97411
                 114,            0.019353,           0.0062534,           0.0014741,             0.92377,             0.88531,             0.92073,              0.7463,             0.01599,           0.0049763,           0.0012639,           0.0021393,           0.0021393,           0.0021393,             0.57746,             0.85306,             0.45556,             0.76722,             0.85381,             0.83409,             0.76483,             0.86438,             0.88985,             0.99015,             0.78375,             0.88356,             0.96941,              0.9388,             0.93625,             0.97406
                 115,            0.019478,           0.0063399,           0.0015278,             0.92453,             0.88567,             0.92115,              0.7464,            0.015971,           0.0049734,           0.0012631,           0.0021299,           0.0021299,           0.0021299,             0.57796,             0.85341,             0.45628,             0.76681,             0.85398,             0.83592,              0.7631,             0.86373,             0.88986,             0.99008,               0.785,             0.88437,             0.96935,             0.93942,             0.93663,             0.97446
                 116,            0.019315,           0.0063692,           0.0015304,              0.9227,             0.88693,             0.92137,             0.74642,            0.015958,           0.0049714,            0.001259,           0.0021205,           0.0021205,           0.0021205,             0.57819,             0.85388,             0.45649,             0.76805,             0.85438,             0.83611,             0.76111,             0.86317,             0.88955,             0.99033,             0.78498,             0.88583,             0.96897,             0.93989,             0.93677,             0.97461
                 117,            0.019453,           0.0063933,           0.0015137,             0.92208,             0.88779,             0.92159,             0.74715,            0.015952,             0.00497,           0.0012533,           0.0021111,           0.0021111,           0.0021111,             0.57853,             0.85402,             0.45714,             0.77067,             0.85478,             0.83705,             0.76219,             0.86283,             0.89062,             0.99042,             0.78534,             0.88588,             0.96876,              0.9403,             0.93672,             0.97467
                 118,            0.019207,           0.0064287,           0.0014235,             0.92356,             0.88653,              0.9216,             0.74738,            0.015934,           0.0049681,           0.0012488,           0.0021018,           0.0021018,           0.0021018,             0.57889,             0.85438,             0.45751,               0.771,             0.85483,             0.83755,             0.76185,             0.86304,             0.89094,             0.99043,             0.78446,              0.8864,             0.96883,              0.9405,             0.93706,             0.97418
                 119,            0.019305,           0.0063492,           0.0014336,             0.92276,             0.88745,              0.9218,             0.74787,            0.015933,           0.0049679,           0.0012462,           0.0020924,           0.0020924,           0.0020924,             0.57879,             0.85452,             0.45775,             0.77312,             0.85456,             0.83877,             0.76226,             0.86321,             0.89035,             0.99045,             0.78558,             0.88746,             0.96878,              0.9409,             0.93705,             0.97381
                 120,            0.019238,           0.0063474,            0.001453,             0.92345,             0.88858,             0.92211,              0.7485,            0.015936,           0.0049664,           0.0012425,            0.002083,            0.002083,            0.002083,              0.5791,             0.85477,              0.4586,             0.77317,             0.85452,             0.84022,             0.76487,             0.86274,             0.89068,             0.99049,              0.7856,             0.88886,             0.96887,             0.94123,             0.93765,             0.97349
                 121,            0.019222,           0.0064199,           0.0014671,             0.92594,             0.88576,              0.9223,             0.74864,            0.015938,           0.0049651,           0.0012433,           0.0020736,           0.0020736,           0.0020736,             0.57933,             0.85487,             0.45863,             0.77384,             0.85479,             0.83908,             0.76593,             0.86267,             0.89095,             0.99048,             0.78484,              0.8898,             0.96943,             0.94207,             0.93774,             0.97312
                 122,            0.019066,           0.0062347,           0.0014308,             0.92492,              0.8881,             0.92251,             0.74881,            0.015939,           0.0049643,           0.0012388,           0.0020642,           0.0020642,           0.0020642,             0.57924,             0.85491,             0.45925,             0.77378,             0.85515,             0.83846,             0.76828,             0.86143,             0.89083,             0.99042,             0.78626,             0.89016,             0.96926,             0.94239,             0.93778,             0.97298
                 123,            0.019145,           0.0062208,           0.0014511,              0.9239,             0.88806,             0.92255,             0.74926,            0.015934,           0.0049637,           0.0012386,           0.0020548,           0.0020548,           0.0020548,             0.57961,             0.85499,             0.45767,             0.77734,             0.85462,             0.84117,             0.76665,             0.86206,             0.89059,              0.9904,             0.78509,             0.89077,             0.96954,             0.94328,             0.93746,             0.97329
                 124,            0.019052,           0.0062782,           0.0013862,             0.92445,             0.88833,             0.92287,              0.7495,            0.015929,            0.004963,            0.001235,           0.0020454,           0.0020454,           0.0020454,                0.58,               0.855,             0.45802,             0.77715,             0.85516,             0.84147,             0.76864,             0.86055,             0.89139,             0.99035,             0.78625,             0.89136,             0.96911,             0.94372,             0.93715,             0.97366
                 125,             0.01884,           0.0061769,           0.0013817,             0.92437,             0.88934,             0.92322,              0.7497,            0.015943,           0.0049624,           0.0012301,           0.0020361,           0.0020361,           0.0020361,             0.58028,             0.85505,             0.45771,              0.7772,             0.85557,             0.84249,             0.76862,             0.86068,               0.892,              0.9903,             0.78742,             0.89232,             0.96881,             0.94399,             0.93736,             0.97359
                 126,            0.018983,           0.0062539,            0.001381,             0.92518,             0.88979,             0.92339,             0.75004,            0.015947,           0.0049614,           0.0012256,           0.0020267,           0.0020267,           0.0020267,             0.58059,             0.85506,             0.45849,             0.77758,             0.85582,             0.84189,              0.7675,             0.86342,             0.89188,             0.99015,             0.78725,              0.8938,             0.96887,              0.9441,              0.9373,             0.97376
                 127,            0.018966,           0.0063016,           0.0014154,              0.9253,             0.89002,             0.92342,             0.75024,            0.015945,           0.0049607,           0.0012214,           0.0020173,           0.0020173,           0.0020173,             0.58065,             0.85543,             0.45762,             0.77815,             0.85575,             0.84241,             0.76981,             0.86212,             0.89158,             0.99013,             0.78746,             0.89404,             0.96877,             0.94404,             0.93767,             0.97367
                 128,            0.018866,           0.0062817,            0.001388,             0.92489,             0.88979,             0.92338,              0.7509,            0.015946,           0.0049603,           0.0012162,           0.0020079,           0.0020079,           0.0020079,             0.58027,             0.85549,             0.45811,             0.78026,             0.85595,             0.84285,              0.7724,             0.86191,             0.89187,             0.99015,             0.78493,             0.89493,             0.96883,             0.94431,             0.93779,             0.97422
                 129,            0.018868,           0.0062551,           0.0013641,             0.92597,             0.88925,             0.92346,             0.75101,            0.015951,           0.0049589,           0.0012101,           0.0019985,           0.0019985,           0.0019985,             0.58062,             0.85556,             0.45848,             0.78024,             0.85601,             0.84228,             0.77332,             0.86152,             0.89183,             0.99013,             0.78464,             0.89514,               0.969,             0.94454,             0.93788,              0.9745
                 130,             0.01891,           0.0062638,           0.0014002,             0.92595,             0.88931,             0.92342,             0.75101,            0.015947,           0.0049583,           0.0012048,           0.0019891,           0.0019891,           0.0019891,             0.58099,             0.85573,             0.45912,             0.78053,             0.85563,             0.84181,             0.77267,             0.86156,             0.89229,             0.99014,             0.78396,             0.89563,             0.96869,             0.94465,             0.93762,             0.97438
                 131,            0.018633,           0.0061176,           0.0013436,             0.92539,             0.89045,             0.92364,              0.7511,            0.015933,           0.0049566,           0.0011977,           0.0019797,           0.0019797,           0.0019797,             0.58111,             0.85556,             0.45866,             0.78113,             0.85526,             0.84129,             0.77404,             0.86171,             0.89281,             0.98993,             0.78444,             0.89657,             0.96857,             0.94471,             0.93762,             0.97445
                 132,            0.018775,           0.0062931,           0.0013725,             0.92402,             0.89273,             0.92369,             0.75143,            0.015932,            0.004956,           0.0011932,           0.0019703,           0.0019703,           0.0019703,             0.58108,             0.85559,             0.45934,             0.78107,             0.85544,             0.84211,             0.77462,             0.86217,              0.8924,             0.98977,             0.78469,             0.89731,             0.96904,             0.94477,             0.93748,              0.9741
                 133,             0.01898,           0.0064454,           0.0013321,             0.92446,             0.89239,             0.92397,             0.75184,            0.015921,           0.0049551,           0.0011906,            0.001961,            0.001961,            0.001961,             0.58126,             0.85565,             0.45963,             0.78165,             0.85499,             0.84307,             0.77464,             0.86384,             0.89317,             0.98977,             0.78489,             0.89795,             0.96918,             0.94508,              0.9376,             0.97414
                 134,            0.018664,           0.0061559,             0.00129,              0.9241,             0.89281,             0.92418,             0.75231,            0.015907,           0.0049538,           0.0011862,           0.0019516,           0.0019516,           0.0019516,             0.58119,             0.85577,             0.46038,             0.78217,             0.85558,             0.84352,             0.77582,             0.86403,               0.893,             0.98989,             0.78482,             0.89862,             0.96957,              0.9455,             0.93772,             0.97436
                 135,             0.01861,           0.0062759,           0.0013394,             0.92424,              0.8929,             0.92439,             0.75251,            0.015892,           0.0049528,           0.0011824,           0.0019422,           0.0019422,           0.0019422,             0.58137,             0.85572,             0.46014,             0.78252,             0.85649,              0.8435,              0.7759,             0.86442,             0.89297,              0.9899,             0.78535,             0.89913,             0.96976,             0.94586,             0.93773,             0.97443
                 136,            0.018467,           0.0061482,           0.0013088,             0.92458,             0.89232,              0.9244,             0.75288,            0.015882,           0.0049519,           0.0011789,           0.0019328,           0.0019328,           0.0019328,             0.58144,             0.85592,             0.45953,             0.78419,             0.85638,             0.84348,             0.77732,             0.86476,             0.89309,             0.98985,             0.78429,             0.89931,             0.96983,             0.94629,             0.93809,             0.97447
                 137,            0.018471,           0.0061581,           0.0012802,             0.92559,             0.89163,             0.92455,             0.75299,            0.015877,           0.0049513,           0.0011745,           0.0019234,           0.0019234,           0.0019234,             0.58123,             0.85593,             0.45973,             0.78545,             0.85653,             0.84275,             0.77804,             0.86429,             0.89251,             0.98975,             0.78528,              0.8993,             0.97006,              0.9467,             0.93834,             0.97445
                 138,            0.018323,           0.0061247,            0.001296,             0.92601,             0.89121,             0.92466,             0.75314,            0.015881,           0.0049507,           0.0011709,            0.001914,            0.001914,            0.001914,             0.58142,             0.85599,             0.46007,             0.78668,             0.85647,             0.84116,             0.77887,             0.86447,              0.8927,             0.98973,             0.78505,              0.8999,             0.96993,             0.94703,             0.93857,             0.97439
                 139,             0.01851,           0.0062365,           0.0012961,             0.92581,             0.89159,             0.92467,             0.75374,            0.015878,           0.0049503,           0.0011666,           0.0019046,           0.0019046,           0.0019046,             0.58171,             0.85603,             0.46042,             0.78783,             0.85694,             0.84279,             0.78044,             0.86379,             0.89234,             0.98972,              0.7851,             0.89965,             0.96974,             0.94723,             0.93942,             0.97418
                 140,            0.018504,            0.006175,           0.0012956,             0.92488,             0.89272,             0.92483,             0.75379,            0.015872,           0.0049493,           0.0011633,           0.0018953,           0.0018953,           0.0018953,             0.58168,             0.85608,             0.46046,             0.78821,             0.85676,             0.84332,             0.78064,             0.86314,             0.89218,             0.98971,             0.78553,             0.90009,             0.96972,             0.94745,             0.93987,             0.97411
                 141,            0.018434,           0.0061471,            0.001282,             0.92517,             0.89219,               0.925,             0.75424,            0.015874,           0.0049486,           0.0011591,           0.0018859,           0.0018859,           0.0018859,             0.58178,             0.85618,             0.46035,             0.78813,             0.85721,             0.84463,             0.78354,             0.86209,             0.89197,             0.98971,             0.78597,             0.90066,             0.96973,             0.94767,             0.94029,             0.97401
                 142,             0.01854,           0.0062546,           0.0012852,             0.92547,             0.89204,              0.9252,             0.75461,            0.015853,           0.0049477,            0.001155,           0.0018765,           0.0018765,           0.0018765,             0.58204,             0.85639,             0.45997,             0.78811,             0.85702,             0.84499,             0.78463,             0.86368,             0.89256,              0.9897,             0.78606,             0.90091,              0.9698,             0.94796,             0.94053,             0.97406
                 143,            0.018294,           0.0060912,           0.0012341,             0.92572,             0.89234,             0.92533,             0.75508,             0.01583,           0.0049471,           0.0011508,           0.0018671,           0.0018671,           0.0018671,             0.58233,             0.85637,             0.45993,             0.78911,             0.85713,             0.84481,             0.78835,             0.86261,             0.89261,             0.98969,             0.78608,             0.90157,             0.96986,             0.94812,             0.94065,             0.97409
                 144,            0.018366,           0.0062052,           0.0012581,             0.92427,             0.89358,             0.92546,             0.75529,            0.015809,           0.0049465,            0.001148,           0.0018577,           0.0018577,           0.0018577,             0.58267,             0.85633,             0.46069,             0.78852,             0.85667,             0.84555,             0.78874,             0.86315,             0.89294,             0.98969,             0.78621,             0.90202,             0.96972,             0.94832,             0.94054,             0.97425
                 145,            0.018356,           0.0061898,           0.0012534,             0.92431,             0.89411,             0.92548,             0.75562,            0.015783,           0.0049458,           0.0011446,           0.0018483,           0.0018483,           0.0018483,             0.58263,             0.85651,             0.46166,             0.78958,             0.85694,             0.84559,             0.78969,             0.86235,             0.89317,             0.98967,             0.78593,             0.90248,             0.96965,             0.94845,             0.94043,             0.97408
                 146,            0.018293,           0.0061162,           0.0012368,              0.9245,             0.89423,             0.92555,             0.75583,            0.015771,           0.0049456,           0.0011409,           0.0018389,           0.0018389,           0.0018389,             0.58272,             0.85673,             0.46115,             0.78979,             0.85668,             0.84597,             0.79141,              0.8622,             0.89318,             0.98969,             0.78627,             0.90266,              0.9694,             0.94863,             0.94031,             0.97427
                 147,            0.018118,           0.0061219,            0.001219,             0.92482,             0.89381,              0.9255,             0.75551,            0.015763,            0.004945,            0.001136,           0.0018295,           0.0018295,           0.0018295,             0.58259,             0.85662,             0.46085,             0.78951,              0.8565,             0.84592,             0.79066,             0.86142,             0.89321,             0.98971,             0.78612,             0.90265,             0.96928,             0.94873,              0.9402,             0.97411
