               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,   metrics/insan_mAP,metrics/otomobil_mAP,metrics/motorsiklet_mAP,  metrics/otobus_mAP,  metrics/kamyon_mAP,metrics/diger_kara_araclari_mAP,metrics/rayli_tasit_mAP,metrics/deniz_tasiti_mAP,metrics/insan_mAP_50,metrics/otomobil_mAP_50,metrics/motorsiklet_mAP_50,metrics/otobus_mAP_50,metrics/kamyon_mAP_50,metrics/diger_kara_araclari_mAP_50,metrics/rayli_tasit_mAP_50,metrics/deniz_tasiti_mAP_50
                 151,            0.017902,           0.0061003,           0.0012227,             0.92521,             0.89508,             0.92583,             0.75597,            0.015716,           0.0049435,           0.0011257,            0.001792,            0.001792,            0.001792,             0.58288,             0.85715,             0.46093,             0.79023,             0.85641,             0.84524,             0.79228,             0.86261,             0.89368,             0.98983,             0.78607,             0.90375,             0.96942,             0.94914,             0.94029,             0.97444
                 152,            0.017935,           0.0060242,           0.0011828,             0.92314,             0.89722,             0.92591,             0.75643,            0.015706,           0.0049435,           0.0011235,           0.0017826,           0.0017826,           0.0017826,             0.58286,             0.85723,              0.4611,             0.79028,             0.85697,             0.84661,             0.79308,              0.8633,             0.89379,             0.98984,             0.78621,             0.90398,             0.96943,             0.94928,             0.94024,             0.97454
                 153,            0.017893,           0.0059812,           0.0012128,             0.92348,             0.89644,              0.9259,             0.75629,            0.015698,           0.0049432,           0.0011218,           0.0017732,           0.0017732,           0.0017732,             0.58314,             0.85743,              0.4614,             0.79178,             0.85673,             0.84674,             0.78977,             0.86334,             0.89396,             0.98985,             0.78614,             0.90381,             0.96949,             0.94944,             0.93991,             0.97458
                 154,            0.017892,           0.0060236,           0.0011761,             0.92325,              0.8969,             0.92576,             0.75684,            0.015705,           0.0049431,           0.0011204,           0.0017638,           0.0017638,           0.0017638,             0.58316,             0.85745,             0.46167,             0.79234,             0.85691,             0.84637,             0.79316,             0.86366,             0.89383,             0.98985,             0.78505,             0.90399,             0.96937,             0.94952,             0.93982,             0.97464
                 155,            0.017704,            0.006017,           0.0011774,             0.92412,             0.89726,             0.92577,             0.75638,            0.015722,           0.0049429,           0.0011185,           0.0017545,           0.0017545,           0.0017545,             0.58329,             0.85743,             0.46149,             0.79299,             0.85717,             0.84582,             0.78993,             0.86296,             0.89387,             0.98993,             0.78458,             0.90437,             0.96954,             0.94954,             0.93972,             0.97465
                 156,            0.017752,           0.0060006,            0.001154,             0.92572,             0.89633,             0.92578,              0.7568,            0.015735,           0.0049428,           0.0011167,           0.0017451,           0.0017451,           0.0017451,              0.5833,             0.85752,             0.46161,             0.79376,             0.85744,             0.84653,             0.79099,             0.86327,             0.89389,             0.98993,             0.78412,             0.90437,             0.96955,             0.94973,             0.93954,             0.97509
                 157,            0.017741,           0.0061246,           0.0011709,             0.92454,             0.89713,             0.92581,             0.75651,            0.015746,           0.0049425,           0.0011145,           0.0017357,           0.0017357,           0.0017357,             0.58336,             0.85754,             0.46157,             0.79236,             0.85723,             0.84601,             0.79117,             0.86285,             0.89375,             0.98993,             0.78472,             0.90432,              0.9696,             0.94977,             0.93937,             0.97504
                 158,            0.017911,           0.0061302,           0.0011425,             0.92532,             0.89655,             0.92583,             0.75659,            0.015759,           0.0049424,           0.0011122,           0.0017263,           0.0017263,           0.0017263,             0.58328,             0.85754,              0.4618,             0.79145,             0.85765,             0.84599,             0.79292,             0.86205,              0.8938,             0.98985,             0.78433,             0.90461,             0.96973,             0.94983,             0.93931,              0.9752
                 159,            0.017937,           0.0060914,           0.0011625,             0.92456,             0.89719,             0.92589,             0.75702,            0.015755,            0.004942,           0.0011095,           0.0017169,           0.0017169,           0.0017169,             0.58372,             0.85754,             0.46175,             0.79144,              0.8577,             0.84821,             0.79218,             0.86359,             0.89383,             0.98986,             0.78398,             0.90482,             0.96997,              0.9499,             0.93935,             0.97546
                 160,             0.01751,           0.0060567,           0.0011197,             0.92432,              0.8974,             0.92612,             0.75678,            0.015761,            0.004942,           0.0011066,           0.0017075,           0.0017075,           0.0017075,             0.58358,             0.85763,             0.46206,             0.79174,             0.85792,              0.8467,               0.791,             0.86365,             0.89383,             0.98971,             0.78496,             0.90523,             0.97011,             0.95005,             0.93944,             0.97562
                 161,            0.017604,           0.0060767,           0.0011177,             0.92378,             0.89743,             0.92614,             0.75682,            0.015756,           0.0049422,           0.0011036,           0.0016981,           0.0016981,           0.0016981,             0.58366,             0.85763,             0.46154,              0.7924,             0.85779,             0.84711,             0.79086,             0.86354,             0.89376,             0.98965,             0.78482,             0.90565,             0.97029,             0.95004,             0.93936,             0.97559
                 162,            0.017529,           0.0059063,           0.0011532,             0.92468,             0.89696,             0.92622,             0.75702,            0.015754,           0.0049422,           0.0011008,           0.0016887,           0.0016887,           0.0016887,             0.58363,             0.85777,             0.46218,             0.79273,              0.8578,             0.84555,             0.79163,              0.8649,             0.89372,             0.98968,             0.78475,             0.90614,             0.97042,             0.95013,             0.93939,             0.97556
                 163,            0.017553,           0.0061161,           0.0011242,             0.92433,             0.89698,             0.92626,             0.75727,            0.015754,            0.004942,           0.0010978,           0.0016794,           0.0016794,           0.0016794,              0.5838,             0.85761,             0.46248,             0.79414,             0.85789,             0.84566,             0.79178,             0.86478,             0.89373,             0.98975,             0.78459,             0.90634,             0.97062,             0.95032,             0.93915,             0.97554
                 164,            0.017624,           0.0060432,           0.0011182,             0.92457,             0.89639,             0.92632,             0.75738,            0.015761,           0.0049424,           0.0010965,             0.00167,             0.00167,             0.00167,             0.58391,             0.85776,             0.46316,             0.79374,             0.85784,             0.84687,             0.79188,             0.86392,             0.89371,             0.98981,             0.78467,             0.90651,             0.97071,             0.95031,             0.93921,             0.97563
                 165,            0.017417,           0.0059318,            0.001094,             0.92544,             0.89591,              0.9263,             0.75743,            0.015761,           0.0049424,           0.0010953,           0.0016606,           0.0016606,           0.0016606,             0.58396,             0.85769,             0.46297,             0.79452,              0.8579,             0.84627,             0.79134,             0.86477,             0.89375,             0.98983,             0.78469,             0.90613,             0.97072,             0.95034,              0.9393,             0.97563
                 166,            0.017342,           0.0059286,            0.001093,             0.92442,             0.89629,             0.92635,             0.75757,            0.015763,           0.0049424,           0.0010938,           0.0016512,           0.0016512,           0.0016512,             0.58415,             0.85784,             0.46298,             0.79482,             0.85821,             0.84665,             0.79156,             0.86435,             0.89386,             0.98989,             0.78464,              0.9064,             0.97073,             0.95045,             0.93917,             0.97562
                 167,            0.017398,           0.0058453,           0.0011027,             0.92427,             0.89617,             0.92642,             0.75755,            0.015765,           0.0049425,           0.0010912,           0.0016418,           0.0016418,           0.0016418,             0.58419,             0.85784,             0.46343,             0.79554,               0.858,             0.84634,             0.79164,             0.86344,             0.89417,             0.98993,             0.78438,             0.90683,             0.97074,             0.95056,              0.9391,             0.97566
                 168,            0.017313,           0.0059123,           0.0010925,             0.92424,             0.89632,             0.92645,             0.75757,            0.015771,           0.0049425,           0.0010889,           0.0016324,           0.0016324,           0.0016324,             0.58418,             0.85795,              0.4634,             0.79539,             0.85827,             0.84643,             0.79152,             0.86344,             0.89423,             0.98994,              0.7841,             0.90727,             0.97076,             0.95058,               0.939,             0.97574
                 169,            0.017376,           0.0059198,           0.0011105,             0.92462,             0.89665,             0.92655,              0.7575,            0.015772,           0.0049423,           0.0010872,            0.001623,            0.001623,            0.001623,             0.58413,             0.85788,             0.46327,             0.79474,             0.85861,             0.84574,             0.79157,             0.86405,             0.89431,             0.98995,             0.78393,             0.90779,             0.97077,             0.95067,             0.93913,             0.97582
                 170,            0.017285,             0.00592,           0.0011072,             0.92437,             0.89696,             0.92689,             0.75789,            0.015769,           0.0049424,            0.001085,           0.0016137,           0.0016137,           0.0016137,             0.58423,             0.85812,             0.46384,             0.79579,             0.85841,             0.84607,             0.79178,             0.86485,             0.89405,             0.98996,             0.78387,             0.91045,             0.97085,              0.9508,             0.93929,             0.97585
                 171,            0.017243,           0.0059132,           0.0010694,             0.92426,             0.89686,             0.92683,             0.75822,            0.015765,           0.0049423,           0.0010831,           0.0016043,           0.0016043,           0.0016043,             0.58415,             0.85825,             0.46315,             0.79687,             0.85856,             0.84655,             0.79189,             0.86631,             0.89405,             0.98997,             0.78307,             0.91065,             0.97073,             0.95097,             0.93929,             0.97594
                 172,            0.017271,           0.0058967,           0.0010815,              0.9246,             0.89677,             0.92689,             0.75828,            0.015764,           0.0049425,            0.001081,           0.0015949,           0.0015949,           0.0015949,             0.58416,             0.85844,              0.4633,             0.79731,             0.85881,             0.84646,             0.79137,             0.86643,             0.89429,             0.98999,             0.78323,             0.91066,             0.97079,             0.95105,              0.9392,             0.97592
                 173,            0.017168,            0.005876,           0.0010944,             0.92477,             0.89693,             0.92691,             0.75836,            0.015762,           0.0049427,           0.0010792,           0.0015855,           0.0015855,           0.0015855,             0.58412,              0.8581,             0.46348,             0.79706,             0.85898,             0.84614,             0.79166,             0.86731,             0.89412,                0.99,             0.78308,             0.91066,             0.97073,             0.95131,             0.93943,             0.97594
                 174,            0.017261,           0.0059481,           0.0010718,             0.92504,             0.89691,             0.92693,             0.75834,            0.015761,           0.0049427,           0.0010779,           0.0015761,           0.0015761,           0.0015761,             0.58423,             0.85833,             0.46327,             0.79683,             0.85933,             0.84693,             0.79132,             0.86644,             0.89404,             0.99002,             0.78314,             0.91063,             0.97071,             0.95126,             0.93955,             0.97613
                 175,            0.017188,           0.0059153,           0.0010723,             0.92634,             0.89617,             0.92698,             0.75848,            0.015753,           0.0049428,           0.0010765,           0.0015667,           0.0015667,           0.0015667,             0.58434,             0.85825,             0.46329,             0.79804,             0.85888,             0.84727,             0.79151,             0.86626,             0.89418,             0.99009,             0.78313,             0.91048,             0.97071,              0.9514,             0.93964,             0.97619
                 176,             0.01719,           0.0060233,           0.0010294,             0.92624,             0.89617,             0.92702,             0.75858,            0.015747,           0.0049429,           0.0010748,           0.0015573,           0.0015573,           0.0015573,             0.58419,             0.85851,              0.4632,             0.79788,             0.85915,             0.84816,             0.79066,             0.86688,             0.89423,             0.99009,             0.78314,             0.91045,             0.97072,             0.95147,             0.93965,             0.97638
                 177,            0.016969,           0.0058229,           0.0010289,             0.92651,             0.89589,             0.92707,              0.7586,            0.015744,           0.0049432,           0.0010729,           0.0015479,           0.0015479,           0.0015479,             0.58442,             0.85821,             0.46343,             0.79751,             0.85946,               0.848,             0.79015,             0.86763,             0.89431,             0.99017,             0.78321,              0.9105,             0.97074,             0.95154,             0.93971,             0.97642
                 178,            0.016936,           0.0057532,           0.0010286,             0.92692,             0.89592,             0.92713,             0.75843,            0.015735,           0.0049434,           0.0010712,           0.0015386,           0.0015386,           0.0015386,             0.58416,             0.85849,             0.46285,             0.79789,             0.85956,             0.84788,             0.79016,             0.86646,             0.89445,             0.99025,              0.7833,             0.91043,             0.97078,             0.95155,             0.93979,             0.97651
                 179,            0.016996,           0.0058293,           0.0010327,             0.92699,             0.89598,             0.92716,             0.75878,            0.015725,           0.0049435,           0.0010694,           0.0015292,           0.0015292,           0.0015292,             0.58428,             0.85853,             0.46317,             0.79801,              0.8594,             0.84832,               0.791,             0.86748,              0.8946,             0.99025,             0.78318,             0.91054,             0.97076,             0.95156,              0.9398,             0.97664
                 180,            0.016878,           0.0058666,            0.001032,             0.92672,              0.8962,             0.92719,             0.75889,            0.015718,           0.0049441,           0.0010675,           0.0015198,           0.0015198,           0.0015198,             0.58432,             0.85848,             0.46317,             0.79773,             0.85939,               0.849,             0.79132,             0.86772,             0.89468,             0.99026,             0.78311,             0.91066,             0.97068,             0.95166,             0.93998,             0.97651
                 181,             0.01704,           0.0058887,           0.0010579,             0.92655,             0.89647,             0.92727,             0.75912,            0.015719,           0.0049445,           0.0010657,           0.0015104,           0.0015104,           0.0015104,             0.58438,             0.85869,             0.46358,             0.79815,             0.85939,             0.84905,             0.79248,             0.86725,              0.8952,             0.99027,             0.78284,              0.9108,             0.97068,              0.9517,             0.94003,             0.97663
                 182,            0.016887,           0.0059172,          0.00098427,             0.92636,             0.89663,             0.92732,             0.75931,            0.015713,           0.0049448,           0.0010646,            0.001501,            0.001501,            0.001501,             0.58446,             0.85865,             0.46344,             0.79894,             0.85945,             0.84927,             0.79242,             0.86785,             0.89513,              0.9903,             0.78281,             0.91097,             0.97064,              0.9518,              0.9401,             0.97681
                 183,            0.016942,           0.0058508,           0.0010053,              0.9264,             0.89649,             0.92735,             0.75932,            0.015716,           0.0049455,           0.0010633,           0.0014916,           0.0014916,           0.0014916,             0.58455,             0.85863,             0.46343,             0.79864,             0.85925,             0.84982,             0.79243,             0.86786,             0.89513,             0.99028,              0.7829,             0.91104,             0.97068,             0.95176,             0.94016,             0.97681
                 184,            0.016804,           0.0058496,           0.0010232,             0.92681,             0.89662,             0.92739,             0.75946,            0.015718,           0.0049456,           0.0010616,           0.0014822,           0.0014822,           0.0014822,             0.58475,             0.85864,             0.46329,             0.79897,             0.85935,              0.8497,             0.79278,             0.86822,             0.89528,              0.9904,             0.78254,             0.91114,             0.97069,             0.95191,             0.94025,              0.9769
                 185,            0.016874,           0.0059274,           0.0010244,             0.92642,             0.89708,              0.9274,             0.75943,            0.015722,           0.0049465,           0.0010606,           0.0014729,           0.0014729,           0.0014729,             0.58462,             0.85873,             0.46371,             0.79925,              0.8597,             0.84901,             0.79231,              0.8681,              0.8951,             0.99049,              0.7826,             0.91119,             0.97068,             0.95194,             0.94028,             0.97694
                 186,            0.016724,           0.0057547,           0.0009824,             0.92658,             0.89704,             0.92743,             0.75993,            0.015725,            0.004947,           0.0010592,           0.0014635,           0.0014635,           0.0014635,             0.58469,             0.85879,             0.46372,             0.80012,             0.85987,             0.85059,             0.79269,             0.86894,             0.89506,             0.99046,              0.7825,             0.91134,             0.97069,             0.95201,             0.94053,             0.97683
                 187,            0.016789,           0.0057436,          0.00099439,             0.92673,             0.89736,             0.92747,             0.75985,            0.015733,           0.0049474,           0.0010584,           0.0014541,           0.0014541,           0.0014541,             0.58472,             0.85877,              0.4637,             0.79998,             0.85963,             0.84993,             0.79299,             0.86907,             0.89532,              0.9904,             0.78262,             0.91136,             0.97067,             0.95204,             0.94053,             0.97678
                 188,            0.016661,           0.0057928,          0.00097773,             0.92615,             0.89755,             0.92756,             0.75961,            0.015731,            0.004948,           0.0010575,           0.0014447,           0.0014447,           0.0014447,             0.58476,             0.85877,             0.46309,              0.7998,             0.85931,             0.84955,             0.79316,             0.86843,             0.89517,             0.99041,             0.78336,             0.91145,             0.97058,             0.95215,             0.94053,             0.97685
                 189,            0.016553,           0.0056955,          0.00097848,             0.92648,             0.89741,             0.92765,             0.75974,            0.015732,           0.0049487,           0.0010558,           0.0014353,           0.0014353,           0.0014353,             0.58459,             0.85872,             0.46328,             0.79994,             0.85953,              0.8496,             0.79347,             0.86878,             0.89519,             0.99044,             0.78347,             0.91152,              0.9706,             0.95224,             0.94066,             0.97704
                 190,            0.016683,           0.0057796,           0.0009954,             0.92635,             0.89733,             0.92771,             0.75953,            0.015735,           0.0049493,           0.0010542,           0.0014259,           0.0014259,           0.0014259,             0.58476,             0.85882,              0.4627,             0.79962,             0.85936,             0.84958,             0.79325,             0.86816,              0.8954,             0.99048,              0.7834,             0.91175,              0.9706,             0.95238,             0.94068,             0.97698
                 191,            0.016657,           0.0058305,          0.00098168,             0.92613,             0.89749,             0.92779,             0.75976,            0.015739,           0.0049496,            0.001053,           0.0014165,           0.0014165,           0.0014165,             0.58485,             0.85892,             0.46262,             0.79975,             0.85977,             0.84989,             0.79337,             0.86894,             0.89541,             0.99051,             0.78337,             0.91194,             0.97061,             0.95257,             0.94083,             0.97704
                 192,            0.016597,           0.0058087,          0.00096783,             0.92634,             0.89746,             0.92775,             0.75976,            0.015745,           0.0049503,           0.0010513,           0.0014071,           0.0014071,           0.0014071,             0.58469,             0.85881,             0.46285,             0.79992,              0.8598,             0.84983,             0.79371,             0.86843,              0.8952,             0.99048,             0.78311,             0.91187,             0.97061,             0.95259,             0.94107,             0.97705
                 193,            0.016626,           0.0057887,          0.00095966,             0.92628,              0.8976,             0.92783,             0.75986,            0.015755,           0.0049513,           0.0010498,           0.0013978,           0.0013978,           0.0013978,             0.58483,             0.85878,             0.46276,              0.8004,             0.85964,             0.85004,              0.7936,             0.86882,             0.89518,             0.99049,             0.78334,              0.9119,             0.97069,             0.95264,             0.94123,             0.97713
                 194,            0.016595,             0.00579,           0.0010082,              0.9264,              0.8971,             0.92789,             0.75987,            0.015765,           0.0049518,           0.0010472,           0.0013884,           0.0013884,           0.0013884,             0.58489,             0.85907,              0.4622,             0.80006,             0.85979,             0.85007,             0.79373,             0.86911,             0.89545,             0.99046,             0.78329,             0.91205,             0.97074,             0.95268,             0.94121,             0.97722
                 195,             0.01648,           0.0056601,           0.0009568,             0.92674,              0.8973,             0.92795,             0.75993,            0.015778,           0.0049529,           0.0010454,            0.001379,            0.001379,            0.001379,             0.58505,             0.85907,             0.46218,             0.80038,              0.8597,             0.85022,             0.79408,             0.86877,             0.89543,             0.99052,             0.78342,             0.91199,             0.97073,             0.95284,             0.94155,             0.97711
                 196,            0.016555,           0.0058323,          0.00097342,             0.92654,             0.89742,             0.92794,             0.75971,            0.015787,           0.0049532,           0.0010432,           0.0013696,           0.0013696,           0.0013696,             0.58477,             0.85898,             0.46188,             0.80018,             0.85959,             0.84968,             0.79384,             0.86878,             0.89513,             0.99053,             0.78343,             0.91205,             0.97074,             0.95284,             0.94159,             0.97722
                 197,            0.016753,           0.0059807,          0.00094933,             0.92651,              0.8975,             0.92803,             0.75993,            0.015794,           0.0049538,           0.0010412,           0.0013602,           0.0013602,           0.0013602,             0.58496,             0.85885,             0.46242,             0.80069,             0.85948,             0.84989,             0.79427,             0.86887,             0.89504,             0.99051,             0.78359,             0.91222,             0.97086,             0.95297,             0.94189,             0.97717
                 198,            0.016467,           0.0057107,          0.00091319,             0.92649,             0.89756,             0.92804,                0.76,            0.015798,           0.0049543,           0.0010394,           0.0013508,           0.0013508,           0.0013508,              0.5848,             0.85899,             0.46269,              0.8012,             0.85965,             0.85027,             0.79414,             0.86824,             0.89505,             0.99046,             0.78347,             0.91226,             0.97091,             0.95305,             0.94205,             0.97704
                 199,            0.016446,           0.0058285,          0.00097487,             0.92581,              0.8976,             0.92813,                0.76,            0.015796,           0.0049553,           0.0010377,           0.0013414,           0.0013414,           0.0013414,              0.5849,             0.85889,             0.46255,              0.8011,             0.85961,             0.85025,             0.79438,             0.86834,             0.89523,             0.99047,             0.78365,             0.91229,             0.97089,             0.95314,              0.9422,             0.97719
                 200,            0.016242,           0.0056955,          0.00093309,             0.92579,             0.89783,             0.92816,             0.76037,            0.015797,           0.0049559,           0.0010359,           0.0013321,           0.0013321,           0.0013321,             0.58496,             0.85879,             0.46237,             0.80121,             0.85953,             0.85103,             0.79585,             0.86923,              0.8952,             0.99054,             0.78359,             0.91229,             0.97096,             0.95316,             0.94232,             0.97723
                 201,            0.016297,           0.0057142,          0.00090973,             0.92588,             0.89787,             0.92819,              0.7605,            0.015794,           0.0049569,           0.0010337,           0.0013227,           0.0013227,           0.0013227,             0.58516,             0.85883,             0.46274,             0.80172,             0.85995,             0.85055,             0.79604,             0.86898,             0.89533,             0.99057,             0.78342,              0.9124,              0.9709,             0.95319,             0.94255,             0.97719
                 202,             0.01613,           0.0056781,          0.00091913,             0.92559,             0.89853,             0.92838,              0.7606,            0.015792,           0.0049576,           0.0010318,           0.0013133,           0.0013133,           0.0013133,             0.58508,             0.85893,             0.46314,             0.80181,             0.85974,             0.85076,             0.79629,             0.86903,             0.89496,             0.99059,             0.78471,             0.91258,             0.97092,             0.95331,             0.94275,             0.97721
                 203,            0.016304,           0.0057842,          0.00093484,             0.92561,             0.89863,             0.92851,             0.76097,            0.015788,           0.0049579,             0.00103,           0.0013039,           0.0013039,           0.0013039,             0.58531,             0.85892,             0.46322,             0.80182,             0.85981,             0.85211,             0.79653,             0.87001,             0.89525,             0.99061,             0.78532,              0.9126,             0.97093,             0.95333,             0.94288,             0.97718
                 204,            0.016363,           0.0057329,          0.00092429,             0.92563,             0.89872,             0.92863,             0.76108,            0.015787,           0.0049585,           0.0010276,           0.0012945,           0.0012945,           0.0012945,             0.58522,             0.85913,             0.46349,             0.80276,             0.86005,             0.85132,             0.79695,              0.8697,             0.89536,             0.99058,             0.78534,             0.91284,             0.97096,             0.95334,             0.94333,             0.97729
                 205,             0.01624,           0.0057096,          0.00090212,             0.92564,             0.89881,             0.92866,             0.76106,            0.015789,           0.0049592,           0.0010253,           0.0012851,           0.0012851,           0.0012851,             0.58514,             0.85908,              0.4629,             0.80275,             0.85994,             0.85161,             0.79729,             0.86979,             0.89539,             0.99059,             0.78507,             0.91278,             0.97098,             0.95351,             0.94356,              0.9774
                 206,            0.016368,           0.0058086,          0.00092116,             0.92569,             0.89885,              0.9287,              0.7613,            0.015786,           0.0049599,           0.0010226,           0.0012757,           0.0012757,           0.0012757,             0.58517,             0.85887,             0.46348,             0.80288,             0.86025,             0.85134,             0.79856,             0.86982,              0.8953,             0.99061,             0.78524,             0.91275,             0.97103,             0.95353,              0.9439,             0.97721
                 207,            0.016134,           0.0056665,          0.00087102,             0.92591,              0.8988,             0.92882,             0.76111,            0.015778,           0.0049605,           0.0010209,           0.0012663,           0.0012663,           0.0012663,              0.5852,             0.85886,             0.46299,             0.80296,             0.86007,             0.85148,             0.79738,             0.86994,             0.89553,             0.99062,             0.78536,             0.91277,             0.97105,             0.95376,             0.94414,             0.97735
                 208,            0.016259,           0.0057643,          0.00090517,              0.9259,             0.89916,              0.9289,             0.76155,             0.01578,           0.0049613,           0.0010188,            0.001257,            0.001257,            0.001257,             0.58524,             0.85877,              0.4638,             0.80347,             0.86033,             0.85043,             0.79953,             0.87081,              0.8954,             0.99061,             0.78567,             0.91269,             0.97101,             0.95382,             0.94455,             0.97749
                 209,            0.016217,           0.0057595,          0.00090177,             0.92574,             0.89952,              0.9289,             0.76125,             0.01578,           0.0049619,           0.0010164,           0.0012476,           0.0012476,           0.0012476,             0.58521,               0.859,             0.46331,             0.80327,             0.86036,             0.85045,              0.7982,             0.87023,             0.89541,             0.99063,             0.78548,             0.91273,             0.97105,              0.9539,             0.94452,             0.97749
                 210,            0.016181,           0.0056894,          0.00088044,             0.92601,             0.89989,             0.92904,             0.76126,             0.01578,           0.0049627,           0.0010144,           0.0012382,           0.0012382,           0.0012382,             0.58501,             0.85878,             0.46395,             0.80336,              0.8603,             0.85032,             0.79798,              0.8704,             0.89558,             0.99065,             0.78583,              0.9128,              0.9711,             0.95399,             0.94477,             0.97762
                 211,            0.016013,           0.0056977,          0.00086724,             0.92604,             0.89985,             0.92917,             0.76154,            0.015772,           0.0049633,           0.0010117,           0.0012288,           0.0012288,           0.0012288,             0.58508,             0.85887,             0.46393,             0.80355,             0.86027,             0.85045,             0.79981,             0.87038,             0.89557,             0.99063,             0.78673,             0.91267,              0.9711,             0.95402,             0.94495,             0.97767
                 212,            0.016001,           0.0056481,           0.0008609,              0.9262,             0.89977,             0.92915,             0.76146,            0.015775,           0.0049642,           0.0010098,           0.0012194,           0.0012194,           0.0012194,             0.58486,             0.85899,             0.46364,             0.80343,             0.86019,             0.85064,             0.79994,             0.86998,             0.89551,             0.99065,             0.78625,             0.91271,             0.97115,             0.95405,             0.94518,             0.97772
                 213,            0.016147,           0.0057824,          0.00089271,             0.92631,             0.89966,             0.92925,             0.76169,            0.015787,            0.004965,           0.0010077,             0.00121,             0.00121,             0.00121,             0.58507,             0.85887,             0.46395,             0.80428,             0.86056,             0.85059,             0.80027,             0.86992,             0.89555,              0.9907,             0.78664,              0.9127,             0.97113,             0.95419,             0.94532,             0.97774
                 214,            0.016121,           0.0057157,          0.00084845,             0.92611,             0.89981,             0.92933,             0.76178,            0.015795,           0.0049655,           0.0010046,           0.0012006,           0.0012006,           0.0012006,             0.58523,             0.85885,             0.46379,             0.80369,             0.86045,             0.85018,             0.80173,             0.87031,             0.89569,             0.99072,             0.78704,             0.91275,             0.97103,             0.95425,             0.94543,              0.9777
                 215,            0.016557,           0.0058144,            0.000904,             0.92575,             0.89985,             0.92934,             0.76191,            0.015812,            0.004966,           0.0010024,           0.0011913,           0.0011913,           0.0011913,              0.5853,             0.85885,             0.46399,              0.8036,             0.86034,             0.85103,             0.80229,              0.8699,             0.89573,             0.99074,             0.78667,             0.91296,             0.97095,             0.95429,             0.94553,             0.97782
                 216,            0.016324,           0.0056589,          0.00090295,             0.92606,              0.8996,             0.92937,             0.76188,            0.015816,           0.0049663,           0.0010003,           0.0011819,           0.0011819,           0.0011819,             0.58534,             0.85904,             0.46412,             0.80389,             0.86063,             0.85085,             0.80221,             0.86897,             0.89582,             0.99076,             0.78665,             0.91302,             0.97101,             0.95423,             0.94564,             0.97779
                 217,            0.016319,           0.0058093,           0.0008867,             0.92631,             0.89958,             0.92935,             0.76159,            0.015815,           0.0049669,           0.0009988,           0.0011725,           0.0011725,           0.0011725,              0.5854,             0.85902,             0.46414,             0.80336,             0.86026,             0.85106,             0.80038,             0.86911,              0.8956,             0.99076,             0.78656,             0.91307,             0.97094,             0.95435,             0.94568,             0.97784
                 218,            0.015866,           0.0056777,          0.00087176,             0.92658,             0.89955,             0.92937,             0.76145,            0.015819,           0.0049674,          0.00099712,           0.0011631,           0.0011631,           0.0011631,             0.58543,              0.8591,              0.4643,             0.80298,             0.86044,             0.85054,             0.80055,             0.86824,             0.89577,             0.99077,              0.7866,             0.91312,             0.97089,             0.95439,             0.94566,             0.97779
                 219,            0.015792,           0.0056034,          0.00084479,             0.92662,             0.89956,             0.92953,              0.7617,            0.015825,           0.0049682,          0.00099508,           0.0011537,           0.0011537,           0.0011537,             0.58562,             0.85912,             0.46427,             0.80393,             0.86067,             0.85073,             0.80076,             0.86855,             0.89589,             0.99079,             0.78723,             0.91343,             0.97083,             0.95436,             0.94577,             0.97794
                 220,            0.015747,           0.0055679,          0.00085571,             0.92662,             0.89956,             0.92958,             0.76153,             0.01582,            0.004969,          0.00099353,           0.0011443,           0.0011443,           0.0011443,             0.58545,             0.85941,             0.46421,             0.80366,             0.86083,             0.85079,              0.7987,             0.86922,              0.8962,             0.99078,               0.787,             0.91351,             0.97087,             0.95448,             0.94581,             0.97797
                 221,            0.015779,           0.0056076,          0.00083002,             0.92667,             0.89956,             0.92963,             0.76159,            0.015821,             0.00497,          0.00099236,           0.0011349,           0.0011349,           0.0011349,             0.58567,             0.85938,             0.46452,              0.8041,             0.86079,             0.85076,             0.79899,             0.86855,             0.89626,             0.99083,             0.78678,             0.91374,             0.97092,             0.95448,              0.9461,             0.97796
                 222,            0.015673,           0.0055961,          0.00083253,             0.92657,             0.89965,             0.92964,             0.76155,            0.015814,           0.0049711,          0.00099077,           0.0011255,           0.0011255,           0.0011255,             0.58547,             0.85934,             0.46476,             0.80408,             0.86092,             0.85044,              0.7981,             0.86927,             0.89642,             0.99083,             0.78653,             0.91388,             0.97087,             0.95451,             0.94613,             0.97794
