               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,   metrics/insan_mAP,metrics/otomobil_mAP,metrics/motorsiklet_mAP,  metrics/otobus_mAP,  metrics/kamyon_mAP,metrics/diger_kara_araclari_mAP,metrics/rayli_tasit_mAP,metrics/deniz_tasiti_mAP,metrics/insan_mAP_50,metrics/otomobil_mAP_50,metrics/motorsiklet_mAP_50,metrics/otobus_mAP_50,metrics/kamyon_mAP_50,metrics/diger_kara_araclari_mAP_50,metrics/rayli_tasit_mAP_50,metrics/deniz_tasiti_mAP_50
                  43,            0.015953,            0.021351,           0.0013088,             0.86657,             0.84044,             0.86843,             0.65381,            0.014273,            0.035387,           0.0016611,             0.00622,             0.00622,             0.00622,             0.51227,             0.82526,             0.39273,             0.71618,             0.77129,             0.46833,             0.72065,              0.8238,               0.855,             0.98516,             0.72834,             0.88604,             0.92248,             0.65838,             0.93561,             0.97644
                  44,            0.016058,            0.021343,           0.0013302,             0.87389,              0.8443,             0.86653,             0.65051,            0.014406,            0.034949,           0.0016587,             0.00613,             0.00613,             0.00613,             0.51256,             0.82697,              0.3925,             0.73715,             0.77199,             0.47953,             0.67745,             0.80594,             0.85732,             0.98548,             0.72452,             0.90185,             0.92637,              0.6671,             0.89921,             0.97037
                  45,             0.01595,            0.021086,            0.001329,             0.88102,             0.84555,             0.86758,             0.65356,            0.014537,            0.034287,           0.0019125,             0.00604,             0.00604,             0.00604,             0.51176,             0.82685,             0.40079,             0.71563,             0.76668,             0.47076,             0.71958,             0.81642,             0.85697,              0.9854,             0.73886,             0.88238,             0.91969,             0.65388,             0.93382,             0.96962
                  46,            0.015589,            0.019105,           0.0012051,             0.88347,              0.8287,             0.86533,             0.65299,            0.014378,            0.036688,           0.0016879,             0.00595,             0.00595,             0.00595,             0.50876,             0.82449,             0.37182,             0.72024,             0.77482,             0.48894,              0.7176,             0.81723,              0.8544,             0.98503,             0.70585,             0.90019,             0.92619,             0.66217,             0.91937,             0.96942
                  47,            0.015417,            0.019318,           0.0012183,             0.89378,             0.83942,             0.87141,             0.64428,            0.014457,            0.036265,           0.0017693,             0.00586,             0.00586,             0.00586,             0.51125,             0.82582,             0.39256,              0.7163,             0.77082,             0.49176,             0.63288,             0.81284,               0.853,             0.98469,             0.72452,              0.8976,              0.9226,              0.6926,             0.92551,             0.97078
                  48,            0.015448,            0.019695,           0.0011981,               0.888,             0.82807,             0.86328,             0.65463,            0.014201,            0.036918,           0.0016728,             0.00577,             0.00577,             0.00577,             0.51133,             0.82542,             0.38218,             0.70999,             0.76684,              0.5093,             0.70856,             0.82343,             0.85418,             0.98407,             0.71282,             0.88094,             0.92035,             0.66196,             0.92692,             0.96498
                  49,            0.015192,            0.019702,           0.0011924,              0.8969,             0.83654,             0.86957,              0.6543,            0.014159,            0.036276,           0.0016847,             0.00568,             0.00568,             0.00568,             0.51518,             0.82758,             0.39651,             0.70965,             0.76943,              0.4848,             0.70419,             0.82707,             0.85642,             0.98485,             0.72406,              0.8938,             0.91997,             0.66618,             0.94336,             0.96793
                  50,            0.015369,            0.019596,           0.0012052,             0.90468,             0.82133,             0.86858,             0.65746,             0.01445,            0.035588,            0.001667,             0.00559,             0.00559,             0.00559,             0.51536,             0.82787,             0.40094,             0.71234,             0.76917,             0.50042,             0.71172,             0.82187,              0.8602,             0.98515,             0.73371,             0.88397,             0.91607,             0.67937,             0.92571,             0.96446
                  51,            0.016176,            0.024464,           0.0014225,             0.90627,             0.81811,             0.87259,             0.66582,            0.013747,            0.031379,           0.0016056,              0.0055,              0.0055,              0.0055,             0.52353,             0.83522,             0.41098,             0.72244,             0.77881,             0.49385,             0.73842,             0.82331,             0.86358,             0.98822,             0.75366,             0.88854,             0.92132,             0.64965,             0.95356,             0.96221
                  52,            0.014979,            0.018516,           0.0011311,             0.90206,             0.82266,             0.87232,             0.66305,            0.014048,            0.036865,           0.0016022,             0.00541,             0.00541,             0.00541,             0.51485,             0.82732,             0.39526,             0.73069,             0.77783,             0.50892,             0.72587,             0.82365,              0.8557,             0.98543,             0.73361,             0.89467,              0.9243,             0.68476,             0.93617,             0.96389
                  53,            0.014988,            0.018517,           0.0012074,             0.88195,             0.85371,             0.87363,             0.65909,            0.014346,            0.037293,           0.0017976,             0.00532,             0.00532,             0.00532,             0.51368,             0.82705,             0.38673,             0.72619,             0.77356,             0.51902,              0.7134,             0.81314,             0.85626,             0.98469,             0.72446,             0.89859,             0.92602,              0.7004,             0.93411,             0.96452
                  54,            0.014897,            0.018915,           0.0011141,             0.88426,             0.83278,             0.86759,             0.65543,            0.014047,            0.037855,           0.0016572,             0.00523,             0.00523,             0.00523,             0.50971,             0.82697,             0.38787,             0.70969,             0.76882,             0.50632,             0.71303,               0.821,             0.85077,             0.98482,             0.72875,             0.88117,             0.92359,             0.67233,             0.93503,             0.96427
                  55,            0.014762,            0.018702,           0.0011084,             0.88197,              0.8438,             0.86906,             0.65799,            0.014223,            0.037002,           0.0016527,             0.00514,             0.00514,             0.00514,             0.51621,             0.82813,             0.38394,             0.71768,             0.77101,             0.51834,             0.70923,             0.81941,             0.85746,             0.98551,             0.71746,             0.89331,             0.92237,             0.67885,             0.92945,             0.96805
                  56,             0.01457,            0.018553,           0.0011321,             0.90994,             0.83184,             0.87224,             0.65935,             0.01399,            0.036764,            0.001557,             0.00505,             0.00505,             0.00505,             0.51576,             0.82929,             0.39782,             0.70821,              0.7766,             0.51599,             0.71243,             0.81872,              0.8588,             0.98479,             0.73728,             0.88453,             0.92367,             0.70324,             0.92165,             0.96397
                  57,            0.015115,            0.022175,           0.0012057,             0.88436,             0.84368,              0.8713,             0.66515,            0.013758,            0.032928,            0.001502,             0.00496,             0.00496,             0.00496,             0.52032,             0.83544,             0.40671,             0.71502,             0.77842,             0.52217,             0.71618,             0.82693,             0.86052,             0.98753,             0.75447,              0.8832,             0.92425,             0.66658,             0.93031,             0.96352
                  58,            0.016545,            0.026696,           0.0014814,             0.87445,              0.8456,             0.87736,             0.67044,            0.013602,            0.030227,           0.0014294,             0.00487,             0.00487,             0.00487,             0.52744,              0.8372,             0.41434,             0.72456,             0.79146,             0.50961,              0.7298,             0.82911,             0.86915,             0.98891,              0.7558,             0.88948,             0.93573,             0.66444,              0.9425,             0.97284
                  59,            0.016607,            0.027394,           0.0014966,             0.89382,             0.82687,             0.87794,             0.67366,            0.013447,            0.029981,           0.0014163,             0.00478,             0.00478,             0.00478,             0.52993,             0.83866,             0.42228,             0.73367,             0.78936,             0.50295,             0.73845,             0.83396,             0.87088,              0.9885,              0.7625,             0.90073,             0.93285,             0.65004,             0.94269,             0.97531
                  60,            0.014511,            0.018394,           0.0010474,              0.8821,             0.83788,             0.87199,             0.66385,             0.01381,            0.036659,           0.0014909,             0.00469,             0.00469,             0.00469,             0.52255,             0.83126,             0.39492,             0.72965,             0.78361,             0.51435,             0.71236,             0.82207,             0.86295,             0.98486,             0.72532,             0.89774,             0.92846,             0.68759,             0.91997,             0.96907
                  61,            0.014418,            0.017946,           0.0010978,             0.90594,             0.83076,             0.87102,             0.66407,            0.013898,            0.037523,            0.001817,              0.0046,              0.0046,              0.0046,             0.51833,             0.83062,             0.38964,             0.72805,             0.77728,             0.52498,             0.71552,             0.82818,             0.85936,             0.98455,             0.72682,             0.89386,             0.92135,             0.68233,              0.9326,             0.96729
                  62,            0.014169,            0.018127,           0.0010275,             0.89942,             0.83914,             0.87019,             0.66192,            0.013774,            0.037938,           0.0015528,             0.00451,             0.00451,             0.00451,             0.51691,             0.83073,              0.3945,              0.7247,             0.77258,             0.51404,             0.71705,             0.82485,             0.85795,              0.9843,              0.7445,             0.89106,             0.92331,             0.66403,             0.92184,             0.97454
                  63,            0.013967,            0.017842,           0.0010151,             0.88258,             0.84733,             0.86928,             0.66367,            0.013791,            0.037739,           0.0015522,             0.00442,             0.00442,             0.00442,             0.52027,             0.82985,             0.39216,             0.73009,             0.77534,             0.50753,             0.72033,             0.83379,             0.85875,             0.98468,             0.71899,             0.90122,             0.92048,             0.66691,             0.93335,             0.96986
                  64,            0.013928,            0.017719,           0.0010205,              0.8916,             0.83752,             0.86991,             0.66519,            0.013845,             0.03759,           0.0015024,             0.00433,             0.00433,             0.00433,             0.51832,             0.83047,             0.40112,             0.71962,             0.77922,              0.5183,             0.73334,             0.82116,             0.85684,             0.98386,             0.73771,             0.89126,             0.92496,             0.66071,             0.93132,             0.97264
                  65,            0.014518,            0.020584,           0.0010942,             0.87332,               0.856,             0.87296,             0.66779,            0.013578,               0.034,           0.0016305,             0.00424,             0.00424,             0.00424,             0.52382,             0.83616,             0.40061,             0.72884,             0.78343,             0.51582,             0.72041,             0.83325,             0.86348,             0.98627,             0.74072,             0.89632,              0.9228,             0.67583,             0.92816,             0.97013
                  66,            0.015305,            0.024172,           0.0012428,             0.88213,             0.85247,             0.88126,             0.67391,             0.01345,            0.031225,           0.0014797,             0.00415,             0.00415,             0.00415,             0.52706,             0.83912,             0.40999,             0.73891,             0.78777,             0.53005,             0.72344,             0.83493,              0.8695,              0.9874,             0.75494,             0.89669,             0.93282,             0.69155,             0.94162,             0.97553
                  67,            0.015525,            0.025041,           0.0012138,             0.88216,             0.84548,             0.87655,             0.67218,            0.013308,            0.030765,           0.0016468,             0.00406,             0.00406,             0.00406,             0.52911,             0.84157,             0.42155,             0.72329,             0.79378,             0.50888,             0.73132,             0.82798,             0.86774,             0.98756,             0.75964,             0.89258,             0.93378,             0.67538,             0.92795,             0.96778
                  68,            0.017273,            0.028852,            0.001753,             0.89202,             0.83572,             0.88589,             0.67994,            0.013224,            0.029224,           0.0013637,             0.00397,             0.00397,             0.00397,             0.53311,             0.84154,             0.42426,             0.73982,             0.79975,             0.53453,              0.7323,             0.83421,             0.87453,             0.98968,              0.7638,             0.90473,             0.94042,             0.69528,             0.94182,             0.97688
                  69,            0.017454,            0.028921,           0.0019883,             0.88067,             0.84652,             0.88276,             0.68126,            0.013213,            0.029112,           0.0013426,             0.00388,             0.00388,             0.00388,             0.53331,             0.84183,             0.42882,             0.74225,             0.80125,             0.53783,             0.72585,             0.83894,             0.87495,             0.99003,             0.76909,             0.90112,             0.93943,             0.68429,             0.93371,             0.96946
                  70,            0.017325,            0.028417,           0.0019201,             0.90243,             0.82424,             0.88266,             0.68021,            0.013128,            0.029024,           0.0016163,             0.00379,             0.00379,             0.00379,             0.53305,              0.8422,             0.42759,             0.73867,             0.80303,             0.52487,             0.73956,             0.83272,             0.87409,             0.98956,             0.76914,             0.89592,             0.94564,             0.67558,             0.94374,             0.96766
                  71,            0.017438,            0.029248,            0.001846,             0.88296,             0.86279,             0.89023,             0.69029,            0.012912,            0.028723,           0.0013296,              0.0037,              0.0037,              0.0037,             0.53755,             0.84422,             0.42974,             0.74618,             0.80794,             0.55769,             0.75953,             0.83949,             0.87516,             0.99011,             0.78277,             0.90179,             0.94544,             0.70402,             0.95031,             0.97227
                  72,            0.017471,            0.028872,           0.0019213,             0.90267,              0.8525,             0.89041,             0.68869,            0.012987,            0.028762,           0.0016722,             0.00361,             0.00361,             0.00361,             0.53754,             0.84417,             0.43391,             0.74027,             0.80634,             0.54156,              0.7633,             0.84247,             0.87314,             0.98935,             0.78155,             0.89481,             0.94661,             0.70293,              0.9574,              0.9775
                  73,            0.017689,            0.029504,           0.0022836,             0.89577,             0.84814,             0.89039,             0.68445,            0.012953,            0.028682,           0.0016082,             0.00352,             0.00352,             0.00352,             0.53811,             0.84452,             0.43581,             0.73827,             0.80386,             0.52634,             0.74362,             0.84506,             0.87685,             0.98954,             0.78557,             0.89605,             0.94443,             0.70347,             0.95079,              0.9764
                  74,            0.017472,            0.028893,           0.0020515,              0.8972,               0.857,             0.89406,             0.68846,            0.013037,            0.028603,           0.0015249,             0.00343,             0.00343,             0.00343,             0.53991,             0.84573,             0.43302,             0.75169,             0.80799,             0.54837,             0.73919,             0.84175,             0.87588,             0.99007,             0.78187,             0.91033,             0.94905,             0.72843,             0.93989,             0.97695
                  75,            0.013904,            0.019914,           0.0010435,             0.90203,             0.85514,              0.8844,             0.68069,            0.013121,            0.032785,           0.0012509,             0.00334,             0.00334,             0.00334,             0.53352,             0.84258,             0.41388,             0.74797,             0.80101,             0.52796,             0.74467,             0.83391,              0.8735,             0.98797,             0.75544,             0.90235,             0.94189,             0.71264,             0.93524,             0.96622
                  76,            0.013752,            0.018525,          0.00097441,             0.90394,             0.84515,             0.87857,             0.67354,            0.013397,            0.035074,           0.0013347,             0.00325,             0.00325,             0.00325,             0.53005,             0.84057,             0.40317,             0.74067,             0.79087,             0.53145,             0.71136,             0.84021,             0.87086,             0.98579,             0.75112,             0.89779,              0.9339,             0.68999,             0.92872,             0.97039
                  77,            0.013424,            0.018415,          0.00092971,             0.87846,             0.85424,             0.87563,             0.66944,            0.013384,            0.036409,           0.0014155,             0.00316,             0.00316,             0.00316,             0.52713,             0.83852,              0.3992,             0.73063,             0.79206,             0.50651,             0.72792,             0.83356,             0.86709,             0.98546,             0.74046,             0.88985,             0.93232,             0.67956,             0.93298,             0.97731
                  78,            0.013264,             0.01788,          0.00089194,             0.89564,             0.84526,             0.87732,             0.67273,              0.0133,            0.036725,           0.0013316,             0.00307,             0.00307,             0.00307,             0.52853,             0.83815,              0.3979,             0.73444,             0.79077,             0.52191,             0.73125,             0.83893,              0.8657,               0.986,             0.73515,             0.89438,             0.93338,             0.69219,             0.93223,             0.97953
                  79,            0.013199,             0.01755,           0.0008936,             0.89616,             0.83439,              0.8763,             0.66966,            0.013334,            0.036776,           0.0013309,             0.00298,             0.00298,             0.00298,             0.52857,              0.8379,             0.40772,             0.72739,             0.79069,             0.51087,             0.71977,             0.83433,             0.86662,              0.9863,             0.74411,             0.89229,             0.93301,             0.68026,             0.92908,             0.97871
                  80,            0.012712,            0.016144,          0.00081405,             0.90617,             0.82771,               0.874,             0.67295,            0.013262,            0.037872,           0.0012952,             0.00289,             0.00289,             0.00289,             0.52854,             0.83943,             0.40775,             0.73006,             0.79219,             0.52152,             0.72846,             0.83562,             0.86598,             0.98563,             0.74316,               0.899,             0.93235,             0.66621,             0.93388,              0.9658
                  81,            0.012662,            0.015695,          0.00082578,             0.90222,             0.84379,             0.87534,             0.67387,            0.013349,            0.039018,           0.0013041,              0.0028,              0.0028,              0.0028,             0.52681,             0.83945,             0.39767,             0.73764,             0.78632,             0.53294,             0.73193,             0.83818,             0.86441,             0.98522,             0.73108,             0.89827,             0.92974,             0.67916,             0.93603,              0.9788
                  82,            0.012598,            0.016093,          0.00079377,             0.89778,             0.84112,              0.8754,             0.67021,            0.013315,            0.039616,            0.001321,             0.00271,             0.00271,             0.00271,             0.52413,             0.83811,             0.39191,             0.73886,             0.78638,             0.51072,             0.73162,             0.83993,             0.86004,             0.98512,              0.7324,             0.90391,              0.9296,             0.68938,             0.92445,             0.97832
                  83,            0.012485,            0.015693,          0.00079412,             0.87654,             0.86062,             0.87674,             0.67148,            0.013339,            0.040074,           0.0012961,             0.00262,             0.00262,             0.00262,             0.52457,             0.83813,             0.39634,             0.73735,             0.78697,             0.51726,             0.72685,             0.84435,             0.86089,             0.98516,             0.73477,             0.90374,              0.9281,             0.68752,             0.93335,             0.98043
                  84,            0.012476,            0.015595,           0.0007983,             0.90248,              0.8385,             0.87552,              0.6705,            0.013364,            0.039975,           0.0013082,             0.00253,             0.00253,             0.00253,             0.52566,             0.83799,             0.39815,              0.7312,             0.78629,             0.51862,             0.72816,              0.8379,             0.86067,             0.98482,             0.72791,             0.90333,             0.92902,              0.6905,              0.9294,             0.97852
                  85,            0.013322,            0.019668,          0.00089062,             0.89017,             0.85229,             0.87604,              0.6745,            0.013249,             0.03537,           0.0013097,             0.00244,             0.00244,             0.00244,             0.52948,             0.84065,             0.40686,              0.7259,             0.79123,              0.5196,             0.73449,             0.84781,             0.86757,             0.98611,               0.743,             0.89472,             0.93182,              0.6858,             0.93294,              0.9664
                  86,             0.01399,            0.022392,          0.00099543,             0.89249,             0.84446,             0.87852,              0.6792,            0.013089,            0.032513,           0.0012936,             0.00235,             0.00235,             0.00235,             0.53484,             0.84291,             0.41846,             0.73849,              0.7961,             0.51586,             0.74022,             0.84673,             0.87066,             0.98712,             0.75782,             0.89718,             0.93289,             0.67729,             0.92512,             0.98011
                  87,            0.012121,            0.015064,          0.00072312,             0.89065,             0.84822,             0.87771,             0.67222,            0.013166,            0.037461,           0.0013216,             0.00226,             0.00226,             0.00226,             0.53125,             0.84068,             0.41114,             0.73497,              0.7887,             0.51011,             0.72502,             0.83589,              0.8678,             0.98509,             0.75292,             0.89364,             0.92668,             0.69811,             0.92744,             0.96998
                  88,             0.01207,            0.014749,           0.0007498,             0.88864,             0.85026,             0.87624,             0.67163,            0.013248,            0.039934,           0.0013246,             0.00217,             0.00217,             0.00217,             0.52776,             0.84049,             0.40286,             0.73683,             0.78796,             0.51005,               0.726,             0.84111,             0.86421,             0.98489,              0.7477,             0.89614,             0.92702,             0.69533,             0.92379,              0.9708
                  89,            0.012028,            0.015141,          0.00072267,              0.9051,             0.83631,              0.8779,             0.67085,            0.013272,            0.041015,           0.0013684,             0.00208,             0.00208,             0.00208,             0.52522,             0.83849,             0.39673,             0.73309,             0.79071,             0.51473,             0.72558,             0.84222,             0.86174,             0.98465,             0.74322,             0.89706,             0.92846,             0.70566,              0.9262,             0.97619
                  90,            0.011841,             0.01472,          0.00070726,             0.89148,             0.84237,             0.87318,             0.66758,            0.013309,            0.041429,           0.0013339,             0.00199,             0.00199,             0.00199,             0.52285,             0.83859,             0.39184,             0.73689,             0.78757,             0.49927,             0.72413,             0.83948,             0.86085,             0.98456,             0.72993,             0.89622,             0.92647,             0.69557,              0.9154,             0.97643
                  91,            0.011532,             0.01385,          0.00066131,             0.88206,             0.85098,              0.8716,              0.6674,            0.013267,             0.04181,           0.0013505,              0.0019,              0.0019,              0.0019,             0.52351,              0.8389,             0.39643,             0.73688,             0.78664,             0.49909,             0.71693,             0.84079,             0.86087,             0.98462,             0.73759,             0.89207,             0.92805,             0.67324,              0.9179,             0.97847
